317761.2,-83.45030334,42.57177001,279.4,0.015033296
317761.3,-83.45030334,42.57177001,279.4,0.015033296
317761.4,-83.45030334,42.57177001,279.4,0.015033296
317761.5,-83.45030334,42.57177001,279.4,0.015033296
317761.6,-83.45030334,42.57177001,279.4,0.015033296
317761.7,-83.45030334,42.57177001,279.5,0.015033296
317761.8,-83.45030334,42.57177001,279.5,0.015033296
317761.9,-83.45030334,42.57177001,279.5,0.010049876
317762,-83.45030334,42.57177001,279.5,0.010049876
317762.1,-83.45030334,42.57177001,279.5,0.010049876
317762.2,-83.45030334,42.57177001,279.5,0.010049876
317762.3,-83.45030334,42.57177001,279.5,0.010049876
317762.4,-83.45030334,42.57177001,279.5,0.010049876
317762.5,-83.45030334,42.57177001,279.5,0.010049876
317762.6,-83.45030334,42.57177001,279.5,0.010049876
317762.7,-83.45030334,42.57177001,279.5,0.015033296
317762.8,-83.45030334,42.57177001,279.5,0.015033296
317762.9,-83.45030334,42.57177001,279.5,0.015033296
317763,-83.45030334,42.57177001,279.5,0.015033296
317763.1,-83.45030334,42.57177001,279.6,0.010049876
317763.2,-83.45030334,42.57177001,279.6,0.010049876
317763.3,-83.45030334,42.57177001,279.6,0.010049876
317763.4,-83.45030334,42.57177001,279.6,0.015033296
317763.5,-83.45030334,42.57177001,279.6,0.015033296
317763.6,-83.45030334,42.57177001,279.6,0.015033296
317763.7,-83.45030334,42.57177001,279.6,0.015033296
317763.8,-83.45030334,42.57177001,279.6,0.010049876
317763.9,-83.45030334,42.57177001,279.6,0.015033296
317764,-83.45030334,42.57177001,279.6,0.015033296
317764.1,-83.45030334,42.57177001,279.6,0.015033296
317764.2,-83.45030334,42.57177001,279.6,0.010049876
317764.3,-83.45030334,42.57177001,279.6,0.015033296
317764.4,-83.45030334,42.57177001,279.6,0.015033296
317764.5,-83.45030334,42.57177001,279.6,0.015033296
317764.6,-83.45030334,42.57177001,279.7,0.015033296
317764.7,-83.45030334,42.57177001,279.7,0.015033296
317764.8,-83.45030334,42.57177001,279.7,0.015033296
317764.9,-83.45030334,42.57177001,279.7,0.015033296
317765,-83.45030334,42.57177001,279.7,0.021023796
317765.1,-83.45030334,42.57177001,279.7,0.021023796
317765.2,-83.45030334,42.57177001,279.7,0.021023796
317765.3,-83.45030334,42.57177001,279.7,0.021023796
317765.4,-83.45030334,42.57177001,279.7,0.021023796
317765.5,-83.45030334,42.57177001,279.7,0.015033296
317765.6,-83.45030334,42.57177001,279.7,0.015033296
317765.7,-83.45030334,42.57177001,279.7,0.015033296
317765.8,-83.45030334,42.57177001,279.7,0.010049876
317765.9,-83.45030334,42.57177001,279.7,0.010049876
317766,-83.45030334,42.57177001,279.8,0.005
317766.1,-83.45030334,42.57177001,279.8,0.005
317766.2,-83.45030334,42.57177001,279.8,0.010049876
317766.3,-83.45030334,42.57177001,279.8,0.010049876
317766.4,-83.45030334,42.57177001,279.8,0.005
317766.5,-83.45030334,42.57177001,279.8,0.015033296
317766.6,-83.45030334,42.57177001,279.8,0.072111026
317766.7,-83.45030334,42.57177001,279.8,0.08714356
317766.8,-83.45030334,42.57177001,279.8,0.375532955
317766.9,-83.45030334,42.57177001,279.8,0.493685122
317767,-83.450305,42.57177001,279.9,0.972338418
317767.1,-83.450305,42.57177167,279.9,1.800507984
317767.2,-83.45030666,42.57177333,279.9,2.212116859
317767.3,-83.45030832,42.57177665,280,2.721484338
317767.4,-83.45030832,42.57177831,280,2.865766215
317767.5,-83.45030998,42.57177998,280,3.133393049
317767.6,-83.45030998,42.57178336,280,3.401066009
317767.7,-83.45031164,42.57178668,280,3.384497895
317767.8,-83.45031164,42.57179,280,3.724665086
317767.9,-83.45031331,42.57179333,280,3.940372698
317768,-83.45031502,42.57179665,280,4.29021503
317768.1,-83.45031669,42.57180003,280,4.39833514
317768.2,-83.45031835,42.57180335,280,4.439273026
317768.3,-83.45032001,42.57180667,280,4.65611426
317768.4,-83.45032167,42.57181166,280,4.634991478
317768.5,-83.45032333,42.57181498,280,4.866294072
317768.6,-83.45032499,42.57182002,280,5.00063086
317768.7,-83.45032666,42.57182335,280,5.010550668
317768.8,-83.45032832,42.57182833,280,5.190847811
317768.9,-83.45032998,42.57183332,280,5.319737682
317769,-83.45032998,42.57183664,280,5.319497909
317769.1,-83.45033164,42.57184168,280,5.35557812
317769.2,-83.45033336,42.57184667,280,5.530512092
317769.3,-83.45033502,42.57185165,280,5.530526648
317769.4,-83.45033668,42.57185669,280,5.720723206
317769.5,-83.45033834,42.57186168,280,5.720926935
317769.6,-83.45034001,42.57186666,280,5.947182358
317769.7,-83.45034001,42.57187165,280,5.987833749
317769.8,-83.45034167,42.57187669,280,6.096404842
317769.9,-83.45034333,42.57188334,280,6.132717587
317770,-83.45034499,42.57188832,280.1,6.270820122
317770.1,-83.45034499,42.57189331,280.1,6.307572988
317770.2,-83.45034665,42.57190001,280.1,6.461841997
317770.3,-83.45034831,42.57190499,280.1,6.481533846
317770.4,-83.45034831,42.57191164,280.1,6.569612241
317770.5,-83.45034997,42.57191668,280.1,6.420450529
317770.6,-83.45034997,42.57192333,280.1,6.431007697
317770.7,-83.45035169,42.57192831,280.1,6.461163518
317770.8,-83.45035336,42.57193336,280.1,6.651758414
317770.9,-83.45035336,42.57194,280.1,6.507637436
317771,-83.45035502,42.57194665,280.1,6.636146472
317771.1,-83.45035668,42.57195169,280.1,6.610309826
317771.2,-83.45035668,42.57195834,280.1,6.641822792
317771.3,-83.45035834,42.57196332,280.1,6.615505574
317771.4,-83.45035834,42.57197003,280.2,6.635999171
317771.5,-83.45036,42.57197501,280.2,6.532943135
317771.6,-83.45036,42.57198166,280.2,6.543522675
317771.7,-83.45036,42.57198664,280.2,6.569299887
317771.8,-83.45036166,42.57199334,280.2,6.538789261
317771.9,-83.45036166,42.57199833,280.2,6.394901094
317772,-83.45036166,42.57200498,280.2,6.43541607
317772.1,-83.45036166,42.57201002,280.2,6.311850838
317772.2,-83.45036332,42.57201666,280.2,6.270644385
317772.3,-83.45036332,42.57202165,280.2,6.106119963
317772.4,-83.45036332,42.57202669,280.3,6.086272094
317772.5,-83.45036332,42.57203334,280.3,5.77168407
317772.6,-83.45036332,42.57203832,280.3,5.622769158
317772.7,-83.45036332,42.57204331,280.3,5.47375648
317772.8,-83.45036332,42.57204835,280.3,5.375736787
317772.9,-83.45036332,42.57205333,280.3,5.24772122
317773,-83.45036332,42.57205832,280.3,4.887671225
317773.1,-83.45036332,42.57206164,280.3,4.876672739
317773.2,-83.45036332,42.57206668,280.3,4.732642813
317773.3,-83.45036166,42.57207001,280.3,4.629640375
317773.4,-83.45036166,42.57207499,280.3,4.655636799
317773.5,-83.45036,42.57207831,280.4,4.650842612
317773.6,-83.45036,42.57208336,280.4,4.65085046
317773.7,-83.45035834,42.57208668,280.4,4.609883838
317773.8,-83.45035668,42.57209166,280.4,4.485548016
317773.9,-83.45035502,42.57209499,280.4,4.485697828
317774,-83.45035336,42.57209831,280.4,4.522110237
317774.1,-83.45035169,42.57210335,280.5,4.49092073
317774.2,-83.45034997,42.57210668,280.5,4.480577865
317774.3,-83.45034665,42.57211,280.5,4.449537616
317774.4,-83.45034333,42.57211332,280.5,4.46010325
317774.5,-83.45034001,42.57211665,280.6,4.598813869
317774.6,-83.45033668,42.57212003,280.6,4.516825655
317774.7,-83.45033164,42.57212169,280.6,4.727800546
317774.8,-83.45032832,42.57212501,280.6,4.861832268
317774.9,-83.45032333,42.57212833,280.6,4.886805603
317775,-83.45031835,42.57213,280.7,5.026251983
317775.1,-83.45031331,42.57213332,280.7,5.041184484
317775.2,-83.45030832,42.57213498,280.7,5.072517817
317775.3,-83.45030167,42.57213664,280.7,5.061816374
317775.4,-83.45029669,42.57213836,280.7,5.293307473
317775.5,-83.45028999,42.57214002,280.7,5.123968189
